lang,text
pol,"W następnych latach oficjalnie nie uczestniczył z polityce, ale zachowywał wpływy i działał w organizacjach społecznych m.in. w Czerwonym Krzyżu. W 1929 r. odmówił poparcia prawicowego zamachu stanu, choć zamachowcy oferowali mu władzę dyktatorską. W 1931 r., po przejęciu prezydentury przez Svinhufvuda, przyjął funkcję przewodniczącego Rady Obrony Państwa (do 1939). Od 1933 r. marszałek polny. Zreorganizował armię. Z jego inicjatywy zbudowano na Przesmyku Karelskim linię umocnień, tzw. Linię Mannerheima."
por,"Candy se dá conta que está apaixonada por Santiago, eles começam uma relação, da qual Patricio sofre bastante, e Vavá não está de acordo com essa relação e trata de separá-los. Por fim todos terminam felizes: Santiago encontrou seu filho e se casou com Candy, e Vavá aceitou essa relação. Patricio se resigna e começa uma nova relação com outra mulher !"
deu,"NGC 6502 ist eine 12,6 mag helle Linsenförmige Galaxie vom Hubble-Typ „E-S0“ (Übergang von elliptisch zu spiralförmig) im Sternbild Pfau und nach verschiedenen Messungen zwischen 69,3 und 77,2 Millionen Parsec von der Erde entfernt. Sie wurde am 20. Juni 1835 von John Herschel mit einem 18-Zoll-Spiegelteleskop entdeckt, der bei zwei Beobachtungen „vF, 30 arcseconds, involves 2 or 3 stars“ und „the following star (14m) of a vF double star 11m is nebulous. The nebula is excessively faint, but I am sure of its existence. The preceding star is free“ notierte."
nld,Schiedam ( uitspraak (info / uitleg)) is een stad en gemeente in de Nederlandse provincie Zuid-Holland. De gemeente maakt deel uit van de Metropoolregio Rotterdam Den Haag.
deu,"Die Ortsverwaltung wird unter Beteiligung der Vereine am zweiten Samstag im Jahr um 11:11 Uhr gestürmt. Der Zug der Beteiligten startet an der Eintrachthalle. Nach Sitzungen am Samstag und Sonntag und der Beteiligung der Mombacher am Mainzer Rosenmontagszug, findet am Fastnachtsdienstag der „Schissmelle-Dienstagszug“, benannt nach der in Mombach verbreiteten Gartenmelde, unter großer Beteiligung aller namhaften Mombacher Vereine statt. Eine eigens benannte Zugmarschallin plant und koordiniert die Teilnahme. 2011 waren rund 1000 Teilnehmer aus unter anderen sieben Garden, 13 Musikgruppen und zwei Guggemusiken gemeldet. Die Fußgruppen werden von 21 Fahrzeugen, darunter 10 Komiteewagen begleitet."
eng,"The house is a 56 foot by 32 foot glass rectangle, sited at the edge of a crest on Johnson's estate overlooking a pond. The building's sides are glass and charcoal-painted steel; the floor, of brick, is not flush with the ground but sits 10 inches above. The interior is an open space divided by low walnut cabinets; a brick cylinder contains the bathroom and is the only object to reach floor to ceiling. The New York Times described it in 2005 as ""one of the 20th century's greatest residential structures. ""Like all of Johnson's early work, it was inspired by Mies, but its pure symmetry, dark colors and closeness to the earth marked it as a personal statement; calm and ordered rather than sleek and brittle."""
por,"O Bacacheri Atlético Clube possuiu dois estádios enquanto clube de futebol amador. O primeiro foi o Estádio Jovino do Rosário, inaugurado em 1951 e utilizado em seus jogos oficiais até o ano de 1959 e a partir desta data, o local foi desativado como praça de esportes para jogos da Federação Paranaense de Futebol. Em 25 de setembro de 1960, o Bacacheri A. C. inaugurou um estádio de maior capacidade e mais moderno, o Estádio Walfrido do Rosário. Os dois estádios eram localizados no bairro Bacacheri."
por,"MARTINS, João; BRION, Madalena; SOUSA, Miguel; et al. (1996). O Caminho de Ferro Revisitado. O Caminho de Ferro em Portugal de 1856 a 1996. Lisboa: Caminhos de Ferro Portugueses. 446 páginas !CS1 manut: Uso explícito de et al. (link) !CS1 manut: Nomes múltiplos: lista de autores (link)"
por,"Com a criação do Campeonato Brasileiro de Futebol Sub-20, a partir de 2006, a Copa São Paulo de Futebol Júnior começa a dividir espaço com a nova competição, que é disputada somente por clubes pertencentes a série A do Campeonato Brasileiro. Devido a isso, a partir de sua 41ª edição em 2010, a Federação Paulista de Futebol (FPF), que organiza a competição, regulamenta a competição admitindo times formados por atletas pertencentes à categoria sub-19 e passa a chamá-la de Copa São Paulo de Futebol Sub-19. Ainda que não exista a alteração do nome da competição no site da FPF, esta passa a publicar a competição pela nova nomenclatura, sendo divulgada assim pelos meios de comunicação que fazem sua cobertura, inclusive as transmissões televisivas de tv aberta e fechada."
eng,"In 2005, it became the first English-language track to ever be allowed on RTÉ Raidió na Gaeltachta, the Republic of Ireland Irish-language radio station, after having been selected by listeners for the event."
eng,"The son of John Thomas Woolrych Perowne (1863–1954), who married Edith Marione Browne in 1896, he was educated at Wellington College and Royal Military Academy, Woolwich, Perowne was commissioned into the Royal Engineers in 1923. He served in World War II with the Commandos in France and then as Commander of 69th Anti-Aircraft Brigade from 1942, 37th Anti-Aircraft Brigade from 1943 and 23rd Infantry Brigade in India and Burma from later in 1943. As Commander of 23rd Brigade he fought a successful campaign in the Naga hills. He was present at the reoccupation of Malaya in 1945."
deu,"Das Hochdeutsche gehört innerhalb der Gruppe der germanischen Sprachen zu den kontinental-westgermanischen Sprachen, zusammen mit Niederländisch, Niederdeutsch sowie den Friesischen Sprachen. Es weist mit diesen grundlegende Gemeinsamkeiten auf, vor allem sehr komplexe Regeln der Wortstellung, die auch zwischen Nebensatz und Hauptsatz unterscheiden. Das Deutsche (wie auch seine eben genannten Verwandten) lässt sich keinem der üblichen Wortstellungstypen zuordnen, die in der Sprachtypologie beschrieben werden, sondern stellt den seltenen Fall einer Verbzweitsprache dar."
spa,"(2215) Sichuan es un asteroide perteneciente al cinturón de asteroides, descubierto el 12 de noviembre de 1964 por el equipo del Observatorio de la Montaña Púrpura desde el Observatorio de la Montaña Púrpura, Nankín, (China)."
por,"Seu trabalho musical tinha o acompanhamento de um grupo rotativo de músicos chamado Magic Band, que esteve ativo desde o meio dos anos 60 até o início dos anos 80. Van Vliet era principalmente um cantor, mas também tocava harmônica, e ocasionalmente tocava saxofone de uma forma barulhenta, sem didática, num estilo free jazz. Suas composições são caracterizadas pela estranha mistura de marcações de tempo inusitadas e pelas letras surrealistas, enquanto Van Vliet é lembrado como um ditador rude em relação aos seus músicos, e também pelo seu relacionamento enigmático com o público."
pol,"Z jego spotów wyborczych nie wycięto potknięć językowych. Opowiadał o sobie w sposób dotychczas niestosowany publicznie np. posiadam swoją posiadłość, domek drewniany, mam matkę, mam brata, tatuś nie żyje, ale tatuś bardzo jest mój bardzo bardzo zasłużony, walczył o Warszawę, walczył o Polskę, walczył o Boga, ale nie ma ojca, odeszed. Jednym z bardziej znanych haseł stała się wypowiedź: żeby nie było bandyctwa, żeby nie było złodziejstwa, żeby nie było niczego."
fra,La présence intralobulaire de tissu embryonnaire est associée avec deux maladies génétiques par mutation du gène WT1 le syndrome WAGR et le syndrome de Denys-Drash.
fra,"Mobilisé en 1939 comme officier de cavalerie, il est fait prisonnier à Artenay en juin 1940, mais parvient à s'évader en septembre suivant. Il rentre alors au Conseil d'État et se montre favorable au général Maxime Weygand. D'avril à octobre 1941, il est directeur de cabinet d'Emmanuel Monick, secrétaire général du Protectorat français du Maroc, qui prépare déjà l'opération Torch. Michel Debré retourne de nouveau au Conseil, prête serment au maréchal Philippe Pétain, et est nommé maître des requêtes au Conseil d'État par Joseph Barthélemy en 1942."
fra,Le Sillon de Bretagne est une réalisation de la Société Anonyme d'HLM le Home Atlantique qui a pris le relais de la société coopérative Le Toit Coopératif.
deu,"„Einen Film zu drehen bedarf normalerweise einer intensiven Vorbereitung und einer hinreichenden Finanzierung. Fehlen diese Voraussetzungen, wird es eine Reise ins Ungewisse. Aber in dieser Krise liegt die Chance. Realisiert auf engstem Raum und durch Krankheit limitierte Zeit, thematisiert der Film eine Freundschaft und bilanziert Beziehungen. Ein filmisches Experiment. Gut, wenn es den Mut und die Möglichkeit gibt zum Experimentieren.“"
fra,"Une vanne est un dispositif destiné à contrôler (stopper ou modifier) le débit d'un fluide liquide, gazeux, pulvérulent ou multiphasique, en milieu libre (canal) ou en milieu fermé (canalisation)"
pol,"Grupy rasowe: ludność biała 53,40%, Latynosi 31,14%, ludność czarna 12,09%, Azjaci 3,13%, Indianie i rdzenni mieszkańcy Alaski 1,09%, Hawajczycy i wyspiarze Pacyfiku 0,16%."
eng,"Zach Braff (born 1975, class of 1993), actor/Producer/Writer/Director; leading actor on the television series Scrubs and producer / director / writer / star of Garden State."
nld,De DSA beschikt daarnaast over een zeer uitgebreide zweefvliegsimulator uitgerust met volledig werkend instrumentarium en flight-controls. Full motion simulatie is nog in ontwikkelingsfase.
eng,"In November 2002 Castle Technology Ltd released a modified version of Pace's 32-bit RISC OS as RISC OS 5 for their Iyonix PC, in apparent contravention of the licence agreement that RISCOS Ltd held with Element 14. In July 2003, Castle bought all technology rights to RISC OS from Pace in an attempt to legalise the situation. In January 2004, Castle also took over Tematic Ltd., the company formed by ex-Pace engineers when they were made redundant in March 2003. The result was a long-running and acrimonious dispute between RISCOS Ltd and Castle over licensing, which ultimately lead to Castle claiming to terminate RISCOS Ltd's licence to develop, sell and sub-license RISC OS 4. RISCOS Ltd refuted all the claims made and challenged Castle to identify how and from whom they had acquired RISC OS 5. An end to the dispute was signalled when RISCOS Ltd and Castle agreed to work on attempting to merge their development streams and re-unify RISC OS, with Castle's engineers working on key system functionality and RISCOS Ltd on user-facing elements. One of the conditions was that RISCOS Ltd agreed to be renamed RISC OS Developments Ltd. ROL and Castle subsequently agreed to merge RISC OS 4 and RISC OS 5 together, as of 2011 this merge hasn't happened."
pol,Na Husky Stadium w Seattle kongres międzynarodowy odbył się w dniach od 4 do 6 lipca 2014 roku. Uczestniczyło w nim ponad 38 000 osób z 4 stanów i delegacje z ponad 40 krajów.
spa,"Se ha enfrentado a los Cuatro Barones Invencibles, primero contra todos ellos, y después únicamente contra Lluvia. También ha luchado contra los Centauros Acorazados y contra el General."
eng,"The separate existence of the high school began in 1885, when the Trustees decided ""that in order to increase the efficiency of the Columbia School a new class of a higher grade shall be formed at the commencement of the coming term to be taught by the Principal."" Lower grades continued to be housed at Columbia. The Trustees' minutes of May 31, 1888, reflect the principal's request ""that a diploma be voted to Miss Etta A. Kilburn"" and that, ""on motion, a diploma was voted to Miss Kilburn, the first graduate of the high school."
fra,"Jean-Yves Mollier : conférence aux Rencontres internationales Jules Verne 2013 à Amiens - Pierre-Jules Hetzel, éditeur emblématique du XIXème siècle - Centre international Jules Verne"
deu,"Druckausgaben Jakob Klatzkin, Ismar Elbogen (Hrsg.): Encyclopaedia Judaica. Das Judentum in Geschichte und Gegenwart. 10 Bände, Eschkol Publikations Gesellschaft, Berlin 1928–1934."
fra,"Signifiant littéralement « théâtre interprété par des gens de l’art », c'est-à-dire des comédiens professionnels, le terme est, de nos jours, utilisé dans de nombreuses langues, parmi lesquelles le français ou l'anglais."
